condition,subject,session,cycle,trial,test,stimulus,category,response,dangerous,nutricious,correct,cumulative,RT,motivation,competence,communication,complement
1,24,1,3,74,0,01001.jpg,1,1,0,0,1,6000,3546,2,2.5,1.5,1.5
1,24,1,3,75,0,00010.jpg,2,2,0,1,1,6100,2021,2,2.5,1.5,1.5
1,24,1,3,76,0,01110.jpg,2,2,0,1,1,6200,2939,2,2.5,1.5,1.5
1,24,1,3,77,0,11100.jpg,3,3,1,0,1,6300,9301,2,2.5,1.5,1.5
1,24,1,3,78,0,10100.jpg,3,3,1,0,1,6400,4323,2,2.5,1.5,1.5
1,24,1,3,79,0,00101.jpg,1,1,0,0,1,6500,3414,2,2.5,1.5,1.5
1,24,1,3,80,0,01101.jpg,1,1,0,0,1,6600,2319,2,2.5,1.5,1.5
1,24,1,3,81,0,01101.jpg,1,1,0,0,1,6700,4050,2,2.5,1.5,1.5
1,24,1,3,82,0,11100.jpg,3,3,1,0,1,6800,3706,2,2.5,1.5,1.5
1,24,1,3,83,0,11011.jpg,2,2,0,1,1,6900,2485,2,2.5,1.5,1.5
1,24,1,3,84,0,00111.jpg,2,2,0,1,1,7000,2745,2,2.5,1.5,1.5
1,24,1,3,85,0,00010.jpg,2,2,0,1,1,7100,1998,2,2.5,1.5,1.5
1,24,1,3,86,0,10111.jpg,4,4,1,1,1,7200,5573,2,2.5,1.5,1.5
1,24,1,3,87,0,01111.jpg,2,2,0,1,1,7300,3470,2,2.5,1.5,1.5
1,24,1,3,88,0,10001.jpg,1,1,0,0,1,7400,3227,2,2.5,1.5,1.5
1,24,1,3,89,0,10010.jpg,2,2,0,1,1,7500,3443,2,2.5,1.5,1.5
1,24,1,3,90,0,11111.jpg,4,4,1,1,1,7600,2810,2,2.5,1.5,1.5
1,24,1,3,91,0,11100.jpg,3,3,1,0,1,7700,3712,2,2.5,1.5,1.5
1,24,1,3,92,0,11001.jpg,1,1,0,0,1,7800,4101,2,2.5,1.5,1.5
1,24,1,3,93,0,11110.jpg,4,4,1,1,1,7900,6913,2,2.5,1.5,1.5
1,24,1,3,94,0,10011.jpg,2,2,0,1,1,8000,6356,2,2.5,1.5,1.5
1,24,1,3,95,0,10101.jpg,3,3,1,0,1,8100,4494,2,2.5,1.5,1.5
1,24,1,3,96,0,11000.jpg,1,1,0,0,1,8200,3979,2,2.5,1.5,1.5
1,24,1,0,97,1,01000pt.jpg,1,1,0,0,1,8200,11707,2,2.5,1.5,1.5
1,24,1,0,98,1,11011pt.jpg,2,2,0,1,1,8200,9085,2,2.5,1.5,1.5
1,24,1,0,99,1,01010pt.jpg,2,2,0,1,1,8200,11070,2,2.5,1.5,1.5
1,24,1,0,100,1,11110pt.jpg,4,4,1,1,1,8200,4642,2,2.5,1.5,1.5
1,24,1,0,101,1,00101pt.jpg,1,1,0,0,1,8200,10998,2,2.5,1.5,1.5
1,24,1,0,102,1,11111pt.jpg,4,4,1,1,1,8200,4476,2,2.5,1.5,1.5
1,24,1,0,103,1,10101pt.jpg,3,3,1,0,1,8200,3759,2,2.5,1.5,1.5
1,24,1,0,104,1,00111pt.jpg,2,2,0,1,1,8200,4638,2,2.5,1.5,1.5
1,24,2,1,1,0,11010.jpg,4,3,1,1,0,-100,33097,2,2.5,1.5,1.5
1,24,2,1,2,0,11101.jpg,2,3,0,1,0,-200,15333,2,2.5,1.5,1.5
1,24,2,1,3,0,10001.jpg,1,2,0,0,0,-300,9727,2,2.5,1.5,1.5
1,24,2,1,4,0,00011.jpg,3,3,1,0,1,-200,21978,2,2.5,1.5,1.5
1,24,2,1,5,0,10010.jpg,3,3,1,0,1,-100,7996,2,2.5,1.5,1.5
1,24,2,1,6,0,10101.jpg,2,2,0,1,1,0,9397,2,2.5,1.5,1.5
1,24,2,1,7,0,10001.jpg,1,1,0,0,1,100,5902,2,2.5,1.5,1.5
1,24,2,1,8,0,10000.jpg,1,1,0,0,1,200,2850,2,2.5,1.5,1.5
1,24,2,1,9,0,10110.jpg,4,4,1,1,1,300,6233,2,2.5,1.5,1.5
1,24,2,1,10,0,00110.jpg,3,4,1,0,0,200,8023,2,2.5,1.5,1.5
1,24,2,1,11,0,10011.jpg,3,3,1,0,1,300,14438,2,2.5,1.5,1.5
1,24,2,1,12,0,01101.jpg,2,2,0,1,1,400,10053,2,2.5,1.5,1.5
1,24,2,1,13,0,10010.jpg,3,3,1,0,1,500,6884,2,2.5,1.5,1.5
1,24,2,1,14,0,01101.jpg,2,2,0,1,1,600,2393,2,2.5,1.5,1.5
1,24,2,1,15,0,00100.jpg,1,2,0,0,0,500,2625,2,2.5,1.5,1.5
1,24,2,1,16,0,01001.jpg,1,1,0,0,1,600,17857,2,2.5,1.5,1.5
1,24,2,1,17,0,10111.jpg,4,4,1,1,1,700,22023,2,2.5,1.5,1.5
1,24,2,1,18,0,01101.jpg,2,1,0,1,0,600,6719,2,2.5,1.5,1.5
1,24,2,1,19,0,01111.jpg,4,4,1,1,1,700,14337,2,2.5,1.5,1.5
1,24,2,1,20,0,10111.jpg,4,4,1,1,1,800,2299,2,2.5,1.5,1.5
1,24,2,1,21,0,01000.jpg,1,1,0,0,1,900,3142,2,2.5,1.5,1.5
1,24,2,1,22,0,01011.jpg,3,3,1,0,1,1000,4545,2,2.5,1.5,1.5
1,24,2,1,23,0,11001.jpg,2,1,0,1,0,900,8012,2,2.5,1.5,1.5
1,24,2,1,24,0,10110.jpg,4,4,1,1,1,1000,17372,2,2.5,1.5,1.5
1,24,2,1,25,0,10101.jpg,2,2,0,1,1,1100,9308,2,2.5,1.5,1.5
1,24,2,1,26,0,10101.jpg,2,2,0,1,1,1200,1793,2,2.5,1.5,1.5
1,24,2,1,27,0,00001.jpg,1,1,0,0,1,1300,2777,2,2.5,1.5,1.5
1,24,2,1,28,0,00010.jpg,3,3,1,0,1,1400,3242,2,2.5,1.5,1.5
1,24,2,1,29,0,01011.jpg,3,3,1,0,1,1500,2250,2,2.5,1.5,1.5
1,24,2,1,30,0,10001.jpg,1,2,0,0,0,1400,5536,2,2.5,1.5,1.5
1,24,2,1,31,0,01111.jpg,4,4,1,1,1,1500,15508,2,2.5,1.5,1.5
1,24,2,1,32,0,11111.jpg,4,4,1,1,1,1600,3087,2,2.5,1.5,1.5
1,24,2,2,33,0,11011.jpg,4,3,1,1,0,1500,3138,2,2.5,1.5,1.5
1,24,2,2,34,0,00111.jpg,3,4,1,0,0,1400,9036,2,2.5,1.5,1.5
1,24,2,2,35,0,11000.jpg,2,1,0,1,0,1300,34698,2,2.5,1.5,1.5
1,24,2,2,36,0,00101.jpg,1,2,0,0,0,1200,7503,2,2.5,1.5,1.5
1,24,2,2,37,0,11110.jpg,4,4,1,1,1,1300,7778,2,2.5,1.5,1.5
1,24,2,2,38,0,00111.jpg,3,3,1,0,1,1400,17427,2,2.5,1.5,1.5
1,24,2,2,39,0,00001.jpg,1,1,0,0,1,1500,4179,2,2.5,1.5,1.5
1,24,2,2,40,0,00100.jpg,1,1,0,0,1,1600,14595,2,2.5,1.5,1.5
1,24,2,2,41,0,11011.jpg,4,4,1,1,1,1700,17868,2,2.5,1.5,1.5
1,24,2,2,42,0,01001.jpg,1,1,0,0,1,1800,3945,2,2.5,1.5,1.5
1,24,2,2,43,0,10110.jpg,4,4,1,1,1,1900,5531,2,2.5,1.5,1.5
1,24,2,2,44,0,10000.jpg,1,1,0,0,1,2000,4733,2,2.5,1.5,1.5
1,24,2,2,45,0,11100.jpg,2,2,0,1,1,2100,11656,2,2.5,1.5,1.5
1,24,2,2,46,0,01110.jpg,4,4,1,1,1,2200,9543,2,2.5,1.5,1.5
1,24,2,2,47,0,11100.jpg,2,2,0,1,1,2300,3312,2,2.5,1.5,1.5
1,24,2,2,48,0,10010.jpg,3,3,1,0,1,2400,5804,2,2.5,1.5,1.5
1,24,2,2,49,0,00101.jpg,1,1,0,0,1,2500,9950,2,2.5,1.5,1.5
1,24,2,2,50,0,00111.jpg,3,3,1,0,1,2600,4695,2,2.5,1.5,1.5
1,24,2,2,51,0,00010.jpg,3,3,1,0,1,2700,6726,2,2.5,1.5,1.5
1,24,2,2,52,0,10100.jpg,2,2,0,1,1,2800,5249,2,2.5,1.5,1.5
1,24,2,2,53,0,01111.jpg,4,3,1,1,0,2700,3177,2,2.5,1.5,1.5
1,24,2,2,54,0,11111.jpg,4,4,1,1,1,2800,13375,2,2.5,1.5,1.5
1,24,2,2,55,0,00100.jpg,1,2,0,0,0,2700,17510,2,2.5,1.5,1.5
1,24,2,2,56,0,00110.jpg,3,4,1,0,0,2600,19339,2,2.5,1.5,1.5
1,24,2,2,57,0,10111.jpg,4,3,1,1,0,2500,29030,2,2.5,1.5,1.5
1,24,2,2,58,0,00000.jpg,1,1,0,0,1,2600,3026,2,2.5,1.5,1.5
1,24,2,2,59,0,11000.jpg,2,1,0,1,0,2500,3778,2,2.5,1.5,1.5
1,24,2,2,60,0,01011.jpg,3,3,1,0,1,2600,13052,2,2.5,1.5,1.5
1,24,2,2,61,0,10011.jpg,3,4,1,0,0,2500,12058,2,2.5,1.5,1.5
1,24,2,2,62,0,11110.jpg,4,4,1,1,1,2600,11471,2,2.5,1.5,1.5
1,24,2,2,63,0,11100.jpg,2,2,0,1,1,2700,8651,2,2.5,1.5,1.5
1,24,2,2,64,0,01010.jpg,3,3,1,0,1,2800,3795,2,2.5,1.5,1.5
1,24,2,3,65,0,00001.jpg,1,1,0,0,1,2900,8947,2,2.5,1.5,1.5
1,24,2,3,66,0,01100.jpg,2,2,0,1,1,3000,3751,2,2.5,1.5,1.5
1,24,2,3,67,0,01100.jpg,2,2,0,1,1,3100,3361,2,2.5,1.5,1.5
1,24,2,3,68,0,01000.jpg,1,1,0,0,1,3200,3482,2,2.5,1.5,1.5
1,24,2,3,69,0,00101.jpg,1,1,0,0,1,3300,9560,2,2.5,1.5,1.5
1,24,2,3,70,0,11110.jpg,4,4,1,1,1,3400,5515,2,2.5,1.5,1.5
1,24,2,3,71,0,11001.jpg,2,2,0,1,1,3500,9092,2,2.5,1.5,1.5
1,24,2,3,72,0,11101.jpg,2,2,0,1,1,3600,5593,2,2.5,1.5,1.5
1,24,2,3,73,0,11000.jpg,2,1,0,1,0,3500,5857,2,2.5,1.5,1.5
1,24,2,3,74,0,11101.jpg,2,2,0,1,1,3600,5527,2,2.5,1.5,1.5
1,24,2,3,75,0,11010.jpg,4,3,1,1,0,3500,10076,2,2.5,1.5,1.5
1,24,2,3,76,0,11010.jpg,4,4,1,1,1,3600,3911,2,2.5,1.5,1.5
1,24,2,3,77,0,11111.jpg,4,4,1,1,1,3700,4931,2,2.5,1.5,1.5
1,24,2,3,78,0,00010.jpg,3,3,1,0,1,3800,4875,2,2.5,1.5,1.5
1,24,2,3,79,0,00110.jpg,3,4,1,0,0,3700,8746,2,2.5,1.5,1.5
1,24,2,3,80,0,01100.jpg,2,2,0,1,1,3800,7163,2,2.5,1.5,1.5
1,24,2,3,81,0,10000.jpg,1,1,0,0,1,3900,5773,2,2.5,1.5,1.5
1,24,2,3,82,0,10100.jpg,2,2,0,1,1,4000,2623,2,2.5,1.5,1.5
1,24,2,3,83,0,01000.jpg,1,1,0,0,1,4100,3550,2,2.5,1.5,1.5
1,24,2,3,84,0,00011.jpg,3,3,1,0,1,4200,3725,2,2.5,1.5,1.5
1,24,2,3,85,0,11001.jpg,2,2,0,1,1,4300,11706,2,2.5,1.5,1.5
1,24,2,3,86,0,01110.jpg,4,4,1,1,1,4400,8102,2,2.5,1.5,1.5
1,24,2,3,87,0,01010.jpg,3,3,1,0,1,4500,4745,2,2.5,1.5,1.5
1,24,2,3,88,0,00011.jpg,3,3,1,0,1,4600,6629,2,2.5,1.5,1.5
1,24,2,3,89,0,01001.jpg,1,1,0,0,1,4700,5076,2,2.5,1.5,1.5
1,24,2,3,90,0,01010.jpg,3,3,1,0,1,4800,2306,2,2.5,1.5,1.5
1,24,2,3,91,0,10100.jpg,2,2,0,1,1,4900,4982,2,2.5,1.5,1.5
1,24,2,3,92,0,11011.jpg,4,4,1,1,1,5000,8193,2,2.5,1.5,1.5
1,24,2,3,93,0,01110.jpg,4,4,1,1,1,5100,8976,2,2.5,1.5,1.5
1,24,2,3,94,0,00000.jpg,1,1,0,0,1,5200,3953,2,2.5,1.5,1.5
1,24,2,3,95,0,00000.jpg,1,1,0,0,1,5300,2203,2,2.5,1.5,1.5
1,24,2,3,96,0,10011.jpg,3,4,1,0,0,5200,4660,2,2.5,1.5,1.5
1,24,2,0,97,1,00101pt.jpg,1,1,0,0,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,98,1,11111pt.jpg,4,4,1,1,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,99,1,11110pt.jpg,4,4,1,1,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,100,1,11011pt.jpg,4,3,1,1,0,5200,4660,2,2.5,1.5,1.5
1,24,2,0,101,1,01000pt.jpg,1,1,0,0,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,102,1,00111pt.jpg,3,3,1,0,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,103,1,01010pt.jpg,3,3,1,0,1,5200,4660,2,2.5,1.5,1.5
1,24,2,0,104,1,10101pt.jpg,2,2,0,1,1,5200,4660,2,2.5,1.5,1.5
1,24,3,1,1,0,00001.jpg,1,1,0,0,1,100,29178,2,2.5,1.5,1.5
1,24,3,1,2,0,11010.jpg,2,3,0,1,0,0,9236,2,2.5,1.5,1.5
1,24,3,1,3,0,01110.jpg,2,2,0,1,1,100,9457,2,2.5,1.5,1.5
1,24,3,1,4,0,00111.jpg,3,2,1,0,0,0,5816,2,2.5,1.5,1.5
1,24,3,1,5,0,00101.jpg,1,3,0,0,0,-100,16384,2,2.5,1.5,1.5
1,24,3,1,6,0,01110.jpg,2,4,0,1,0,-200,18151,2,2.5,1.5,1.5
1,24,3,1,7,0,10111.jpg,4,2,1,1,0,-300,12274,2,2.5,1.5,1.5
1,24,3,1,8,0,11011.jpg,4,2,1,1,0,-400,20943,2,2.5,1.5,1.5
1,24,3,1,9,0,00011.jpg,3,2,1,0,0,-500,12182,2,2.5,1.5,1.5
1,24,3,1,10,0,01111.jpg,4,4,1,1,1,-400,8695,2,2.5,1.5,1.5
1,24,3,1,11,0,01100.jpg,2,3,0,1,0,-500,12339,2,2.5,1.5,1.5
1,24,3,1,12,0,10101.jpg,2,3,0,1,0,-600,14349,2,2.5,1.5,1.5
1,24,3,1,13,0,01100.jpg,2,2,0,1,1,-500,4431,2,2.5,1.5,1.5
1,24,3,1,14,0,01001.jpg,1,1,0,0,1,-400,7239,2,2.5,1.5,1.5
1,24,3,1,15,0,10101.jpg,2,2,0,1,1,-300,6951,2,2.5,1.5,1.5
1,24,3,1,16,0,01010.jpg,1,4,0,0,0,-400,24312,2,2.5,1.5,1.5
1,24,3,1,17,0,10111.jpg,4,3,1,1,0,-500,21900,2,2.5,1.5,1.5
1,24,3,1,18,0,01100.jpg,2,2,0,1,1,-400,6462,2,2.5,1.5,1.5
1,24,3,1,19,0,01111.jpg,4,4,1,1,1,-300,8165,2,2.5,1.5,1.5
1,24,3,1,20,0,01101.jpg,2,2,0,1,1,-200,6429,2,2.5,1.5,1.5
1,24,3,1,21,0,11001.jpg,2,1,0,1,0,-300,7412,2,2.5,1.5,1.5
1,24,3,1,22,0,00010.jpg,1,3,0,0,0,-400,9325,2,2.5,1.5,1.5
1,24,3,1,23,0,00010.jpg,1,1,0,0,1,-300,2040,2,2.5,1.5,1.5
1,24,3,1,24,0,00011.jpg,3,1,1,0,0,-400,4407,2,2.5,1.5,1.5
1,24,3,1,25,0,10010.jpg,1,1,0,0,1,-300,5527,2,2.5,1.5,1.5
1,24,3,1,26,0,01001.jpg,1,2,0,0,0,-400,3307,2,2.5,1.5,1.5
1,24,3,1,27,0,11001.jpg,2,1,0,1,0,-500,10102,2,2.5,1.5,1.5
1,24,3,1,28,0,00000.jpg,1,2,0,0,0,-600,18027,2,2.5,1.5,1.5
1,24,3,1,29,0,00101.jpg,1,2,0,0,0,-700,2888,2,2.5,1.5,1.5
1,24,3,1,30,0,01110.jpg,2,3,0,1,0,-800,16853,2,2.5,1.5,1.5
1,24,3,1,31,0,10011.jpg,3,1,1,0,0,-900,20132,2,2.5,1.5,1.5
1,24,3,1,32,0,11010.jpg,2,3,0,1,0,-1000,16686,2,2.5,1.5,1.5
1,24,3,2,33,0,10000.jpg,1,1,0,0,1,-900,12553,2,2.5,1.5,1.5
1,24,3,2,34,0,10100.jpg,1,1,0,0,1,-800,6189,2,2.5,1.5,1.5
1,24,3,2,35,0,11110.jpg,2,4,0,1,0,-900,13518,2,2.5,1.5,1.5
1,24,3,2,36,0,00010.jpg,1,2,0,0,0,-1000,17585,2,2.5,1.5,1.5
1,24,3,2,37,0,11000.jpg,1,2,0,0,0,-1100,4955,2,2.5,1.5,1.5
1,24,3,2,38,0,01011.jpg,3,1,1,0,0,-1200,17660,2,2.5,1.5,1.5
1,24,3,2,39,0,00000.jpg,1,1,0,0,1,-1100,3137,2,2.5,1.5,1.5
1,24,3,2,40,0,11001.jpg,2,2,0,1,1,-1000,9141,2,2.5,1.5,1.5
1,24,3,2,41,0,00100.jpg,1,1,0,0,1,-900,4631,2,2.5,1.5,1.5
1,24,3,2,42,0,10100.jpg,1,1,0,0,1,-800,2214,2,2.5,1.5,1.5
1,24,3,2,43,0,11110.jpg,2,2,0,1,1,-700,4670,2,2.5,1.5,1.5
1,24,3,2,44,0,00110.jpg,1,2,0,0,0,-800,22588,2,2.5,1.5,1.5
1,24,3,2,45,0,00001.jpg,1,2,0,0,0,-900,4708,2,2.5,1.5,1.5
1,24,3,2,46,0,11101.jpg,2,1,0,1,0,-1000,4481,2,2.5,1.5,1.5
1,24,3,2,47,0,11111.jpg,4,4,1,1,1,-900,6637,2,2.5,1.5,1.5
1,24,3,2,48,0,00111.jpg,3,2,1,0,0,-1000,13307,2,2.5,1.5,1.5
1,24,3,2,49,0,11000.jpg,1,1,0,0,1,-900,10534,2,2.5,1.5,1.5
1,24,3,2,50,0,01101.jpg,2,2,0,1,1,-800,3722,2,2.5,1.5,1.5
1,24,3,2,51,0,01111.jpg,4,3,1,1,0,-900,10125,2,2.5,1.5,1.5
1,24,3,2,52,0,10011.jpg,3,3,1,0,1,-800,9022,2,2.5,1.5,1.5
1,24,3,2,53,0,10001.jpg,1,1,0,0,1,-700,10574,2,2.5,1.5,1.5
1,24,3,2,54,0,11101.jpg,2,2,0,1,1,-600,9232,2,2.5,1.5,1.5
1,24,3,2,55,0,11100.jpg,2,1,0,1,0,-700,3832,2,2.5,1.5,1.5
1,24,3,2,56,0,10010.jpg,1,2,0,0,0,-800,14071,2,2.5,1.5,1.5
1,24,3,2,57,0,00100.jpg,1,1,0,0,1,-700,7115,2,2.5,1.5,1.5
1,24,3,2,58,0,11010.jpg,2,1,0,1,0,-800,5904,2,2.5,1.5,1.5
1,24,3,2,59,0,01001.jpg,1,2,0,0,0,-900,11372,2,2.5,1.5,1.5
1,24,3,2,60,0,10011.jpg,3,3,1,0,1,-800,4220,2,2.5,1.5,1.5
1,24,3,2,61,0,10001.jpg,1,1,0,0,1,-700,3436,2,2.5,1.5,1.5
1,24,3,2,62,0,10111.jpg,4,4,1,1,1,-600,6729,2,2.5,1.5,1.5
1,24,3,2,63,0,11011.jpg,4,3,1,1,0,-700,5112,2,2.5,1.5,1.5
1,24,3,2,64,0,10000.jpg,1,1,0,0,1,-600,5442,2,2.5,1.5,1.5
1,24,3,3,65,0,01011.jpg,3,3,1,0,1,-500,8337,2,2.5,1.5,1.5
1,24,3,3,66,0,11100.jpg,2,1,0,1,0,-600,7828,2,2.5,1.5,1.5
1,24,3,3,67,0,10110.jpg,2,2,0,1,1,-500,16259,2,2.5,1.5,1.5
1,24,3,3,68,0,01011.jpg,3,3,1,0,1,-400,6498,2,2.5,1.5,1.5
1,24,3,3,69,0,01101.jpg,2,2,0,1,1,-300,17527,2,2.5,1.5,1.5
1,24,3,3,70,0,01000.jpg,1,1,0,0,1,-200,2931,2,2.5,1.5,1.5
1,24,3,3,71,0,01010.jpg,1,4,0,0,0,-300,11766,2,2.5,1.5,1.5
1,24,3,3,72,0,11111.jpg,4,2,1,1,0,-400,15839,2,2.5,1.5,1.5
1,24,3,3,73,0,11101.jpg,2,1,0,1,0,-500,23083,2,2.5,1.5,1.5
1,24,3,3,74,0,00001.jpg,1,1,0,0,1,-400,4706,2,2.5,1.5,1.5
1,24,3,3,75,0,10000.jpg,1,1,0,0,1,-300,3533,2,2.5,1.5,1.5
1,24,3,3,76,0,00100.jpg,1,2,0,0,0,-400,6681,2,2.5,1.5,1.5
1,24,3,3,77,0,11000.jpg,1,1,0,0,1,-300,7861,2,2.5,1.5,1.5
1,24,3,3,78,0,01010.jpg,1,4,0,0,0,-400,16931,2,2.5,1.5,1.5
1,24,3,3,79,0,00110.jpg,1,2,0,0,0,-500,10486,2,2.5,1.5,1.5
1,24,3,3,80,0,11011.jpg,4,1,1,1,0,-600,31010,2,2.5,1.5,1.5
1,24,3,3,81,0,10010.jpg,1,2,0,0,0,-700,10344,2,2.5,1.5,1.5
1,24,3,3,82,0,01000.jpg,1,1,0,0,1,-600,4602,2,2.5,1.5,1.5
1,24,3,3,83,0,10001.jpg,1,1,0,0,1,-500,5466,2,2.5,1.5,1.5
1,24,3,3,84,0,00000.jpg,1,1,0,0,1,-400,1487,2,2.5,1.5,1.5
1,24,3,3,85,0,11110.jpg,2,1,0,1,0,-500,5758,2,2.5,1.5,1.5
1,24,3,3,86,0,10110.jpg,2,2,0,1,1,-400,2951,2,2.5,1.5,1.5
1,24,3,3,87,0,00110.jpg,1,1,0,0,1,-300,8450,2,2.5,1.5,1.5
1,24,3,3,88,0,00011.jpg,3,3,1,0,1,-200,4513,2,2.5,1.5,1.5
1,24,3,3,89,0,00101.jpg,1,1,0,0,1,-100,7758,2,2.5,1.5,1.5
1,24,3,3,90,0,10101.jpg,2,1,0,1,0,-200,8143,2,2.5,1.5,1.5
1,24,3,3,91,0,11100.jpg,2,1,0,1,0,-300,10209,2,2.5,1.5,1.5
1,24,3,3,92,0,10110.jpg,2,1,0,1,0,-400,15050,2,2.5,1.5,1.5
1,24,3,3,93,0,10100.jpg,1,2,0,0,0,-500,8601,2,2.5,1.5,1.5
1,24,3,3,94,0,01000.jpg,1,1,0,0,1,-400,1745,2,2.5,1.5,1.5
1,24,3,3,95,0,11111.jpg,4,4,1,1,1,-300,1508,2,2.5,1.5,1.5
1,24,3,3,96,0,00111.jpg,3,4,1,0,0,-400,1311,2,2.5,1.5,1.5
1,24,3,0,97,1,11111pt.jpg,4,1,1,1,0,-400,1311,2,2.5,1.5,1.5
1,24,3,0,98,1,10101pt.jpg,2,2,0,1,1,-400,1311,2,2.5,1.5,1.5
1,24,3,0,99,1,11011pt.jpg,4,4,1,1,1,-400,1311,2,2.5,1.5,1.5
1,24,3,0,100,1,00111pt.jpg,3,2,1,0,0,-400,1311,2,2.5,1.5,1.5
1,24,3,0,101,1,00101pt.jpg,1,1,0,0,1,-400,1311,2,2.5,1.5,1.5
1,24,3,0,102,1,01000pt.jpg,1,1,0,0,1,-400,1311,2,2.5,1.5,1.5
1,24,3,0,103,1,11110pt.jpg,2,2,0,1,1,-400,1311,2,2.5,1.5,1.5
1,24,3,0,104,1,01010pt.jpg,1,1,0,0,1,-400,1311,2,2.5,1.5,1.5
1,25,1,1,1,0,00111.jpg,2,2,0,1,1,100,36369,2.5,2,1.5,1.5
1,25,1,1,2,0,11010.jpg,2,3,0,1,0,0,24346,2.5,2,1.5,1.5
1,25,1,1,3,0,10100.jpg,3,3,1,0,1,100,4940,2.5,2,1.5,1.5
1,25,1,1,4,0,00010.jpg,2,2,0,1,1,200,11176,2.5,2,1.5,1.5
1,25,1,1,5,0,01001.jpg,1,1,0,0,1,300,5593,2.5,2,1.5,1.5
1,25,1,1,6,0,00101.jpg,1,2,0,0,0,200,12922,2.5,2,1.5,1.5
1,25,1,1,7,0,00011.jpg,2,2,0,1,1,300,11005,2.5,2,1.5,1.5
1,25,1,1,8,0,10101.jpg,3,3,1,0,1,400,6469,2.5,2,1.5,1.5
1,25,1,1,9,0,01111.jpg,2,2,0,1,1,500,7915,2.5,2,1.5,1.5
1,25,1,1,10,0,00010.jpg,2,4,0,1,0,400,26311,2.5,2,1.5,1.5
1,25,1,1,11,0,00000.jpg,1,1,0,0,1,500,4874,2.5,2,1.5,1.5
1,25,1,1,12,0,01101.jpg,1,1,0,0,1,600,4056,2.5,2,1.5,1.5
1,25,1,1,13,0,11100.jpg,3,3,1,0,1,700,3733,2.5,2,1.5,1.5
1,25,1,1,14,0,11011.jpg,2,4,0,1,0,600,3762,2.5,2,1.5,1.5
1,25,1,1,15,0,01010.jpg,2,2,0,1,1,700,14147,2.5,2,1.5,1.5
1,25,1,1,16,0,10010.jpg,2,4,0,1,0,600,23500,2.5,2,1.5,1.5
1,25,1,1,17,0,00110.jpg,2,2,0,1,1,700,11953,2.5,2,1.5,1.5
1,25,1,1,18,0,00000.jpg,1,1,0,0,1,800,6571,2.5,2,1.5,1.5
1,25,1,1,19,0,11010.jpg,2,2,0,1,1,900,7749,2.5,2,1.5,1.5
1,25,1,1,20,0,11110.jpg,4,2,1,1,0,800,17054,2.5,2,1.5,1.5
1,25,1,1,21,0,01011.jpg,2,2,0,1,1,900,8977,2.5,2,1.5,1.5
1,25,1,1,22,0,11101.jpg,3,3,1,0,1,1000,5060,2.5,2,1.5,1.5
1,25,1,1,23,0,01010.jpg,2,2,0,1,1,1100,2521,2.5,2,1.5,1.5
1,25,1,1,24,0,11000.jpg,1,3,0,0,0,1000,8598,2.5,2,1.5,1.5
1,25,1,1,25,0,01111.jpg,2,2,0,1,1,1100,11108,2.5,2,1.5,1.5
1,25,1,1,26,0,01010.jpg,2,2,0,1,1,1200,5976,2.5,2,1.5,1.5
1,25,1,1,27,0,01101.jpg,1,1,0,0,1,1300,2858,2.5,2,1.5,1.5
1,25,1,1,28,0,00010.jpg,2,2,0,1,1,1400,2144,2.5,2,1.5,1.5
1,25,1,1,29,0,01001.jpg,1,1,0,0,1,1500,1699,2.5,2,1.5,1.5
1,25,1,1,30,0,11010.jpg,2,2,0,1,1,1600,5223,2.5,2,1.5,1.5
1,25,1,1,31,0,10100.jpg,3,3,1,0,1,1700,9422,2.5,2,1.5,1.5
1,25,1,1,32,0,10101.jpg,3,3,1,0,1,1800,5183,2.5,2,1.5,1.5
1,25,1,2,33,0,01001.jpg,1,1,0,0,1,1900,2088,2.5,2,1.5,1.5
1,25,1,2,34,0,00100.jpg,1,1,0,0,1,2000,3757,2.5,2,1.5,1.5
1,25,1,2,35,0,11110.jpg,4,4,1,1,1,2100,5799,2.5,2,1.5,1.5
1,25,1,2,36,0,01000.jpg,1,1,0,0,1,2200,3302,2.5,2,1.5,1.5
1,25,1,2,37,0,10000.jpg,1,1,0,0,1,2300,4924,2.5,2,1.5,1.5
1,25,1,2,38,0,10000.jpg,1,1,0,0,1,2400,5390,2.5,2,1.5,1.5
1,25,1,2,39,0,10011.jpg,2,4,0,1,0,2300,9295,2.5,2,1.5,1.5
1,25,1,2,40,0,01111.jpg,2,2,0,1,1,2400,3283,2.5,2,1.5,1.5
1,25,1,2,41,0,11000.jpg,1,1,0,0,1,2500,11327,2.5,2,1.5,1.5
1,25,1,2,42,0,00101.jpg,1,1,0,0,1,2600,3573,2.5,2,1.5,1.5
1,25,1,2,43,0,10100.jpg,3,3,1,0,1,2700,30261,2.5,2,1.5,1.5
1,25,1,2,44,0,10110.jpg,4,4,1,1,1,2800,3196,2.5,2,1.5,1.5
1,25,1,2,45,0,01110.jpg,2,4,0,1,0,2700,16724,2.5,2,1.5,1.5
